6.378489650000000000e+08 1.949000000000000000e+15 2.689371999999999844e+03 9.475180699999999661e+02 9.716879300000000512e+02 2.677479200000000219e+02 1.379399999999999977e+02 -6.880099999999999909e+02 -6.990499999999999545e+02
6.378489660000000000e+08 9.159000000000000000e+11 2.090920000000000130e+02 9.474486699999999928e+02 9.715564600000000155e+02 2.675443399999999770e+02 -1.238369999999999891e+03 7.312899999999999636e+02 1.138089999999999918e+03
6.378489670000000000e+08 7.676000000000000000e+11 1.971370000000000005e+02 9.476112100000000282e+02 9.722393200000000206e+02 2.668904400000000123e+02 -3.473750000000000000e+03 -6.965800000000000409e+02 -2.140500000000000114e+02
6.378489680000000000e+08 4.449000000000000000e+11 1.643609999999999900e+02 9.466800500000000511e+02 9.720927100000000110e+02 2.674334099999999808e+02 -1.466690000000000055e+03 -8.658600000000000136e+02 -3.714869999999999891e+03
6.378489690000000000e+08 4.362000000000000000e+11 1.632789999999999964e+02 9.477842399999999543e+02 9.726038200000000415e+02 2.681997099999999818e+02 1.192380000000000109e+03 1.602339999999999918e+03 -2.008920000000000073e+03
6.378489730000000000e+08 1.570000000000000000e+11 1.161539999999999964e+02 9.493573599999999715e+02 9.713023100000000341e+02 2.683793600000000197e+02 -4.591299999999999955e+02 7.552799999999999727e+02 2.478369999999999891e+03
6.378489740000000000e+08 1.221000000000000000e+11 1.068199999999999932e+02 9.477316899999999578e+02 9.701790799999999990e+02 2.677565000000000168e+02 -9.723999999999999773e+02 -5.814000000000000057e+01 7.666799999999999500e+02
6.378489760000000000e+08 9.595000000000000000e+10 9.856900000000000261e+01 9.469164399999999659e+02 9.708565099999999575e+02 2.694865100000000098e+02 -6.417899999999999636e+02 7.967699999999999818e+02 1.309809999999999945e+03
6.378489770000000000e+08 8.723000000000000000e+10 9.548600000000000421e+01 9.475347299999999677e+02 9.712103299999999990e+02 2.684397000000000162e+02 -2.083000000000000114e+02 -2.755999999999999872e+01 1.632599999999999909e+03
6.378489790000000000e+08 7.851000000000000000e+10 9.219100000000000250e+01 9.488751800000000003e+02 9.715287499999999454e+02 2.691734000000000151e+02 -1.521140000000000100e+03 2.157000000000000028e+01 1.333569999999999936e+03
6.378489810000000000e+08 6.978000000000000000e+10 8.864199999999999591e+01 9.467694699999999557e+02 9.711048600000000306e+02 2.683774700000000166e+02 8.214000000000000057e+01 7.065199999999999818e+02 -1.552529999999999973e+03
6.378489830000000000e+08 5.234000000000000000e+10 8.053600000000000136e+01 9.470153199999999742e+02 9.702041600000000017e+02 2.668499499999999784e+02 5.107999999999999829e+01 7.139199999999999591e+02 2.109889999999999873e+03
6.378489840000000000e+08 4.361000000000000000e+10 7.578799999999999670e+01 9.476473999999999478e+02 9.713781699999999546e+02 2.682943999999999960e+02 1.197730000000000018e+03 1.662500000000000000e+03 -1.880289999999999964e+03
6.378489870000000000e+08 8.287000000000000000e+11 2.022319999999999993e+02 9.461409899999999880e+02 9.719950599999999667e+02 2.676746800000000235e+02 1.210269999999999982e+03 -7.610499999999999545e+02 -2.866499999999999773e+02
6.378489880000000000e+08 5.147000000000000000e+11 1.725409999999999968e+02 9.467888199999999870e+02 9.726241499999999860e+02 2.672439899999999966e+02 -3.155250000000000000e+03 -1.335210000000000036e+03 1.121000000000000000e+03
6.378489890000000000e+08 2.966000000000000000e+11 1.435819999999999936e+02 9.470372300000000223e+02 9.713992899999999509e+02 2.682431300000000078e+02 1.184690000000000055e+03 1.339779999999999973e+03 -3.360799999999999841e+02
6.378489910000000000e+08 1.832000000000000000e+11 1.222780000000000058e+02 9.479015500000000429e+02 9.723598600000000260e+02 2.691876500000000192e+02 -1.748700000000000045e+02 1.030100000000000051e+02 -2.494650000000000091e+03
6.378489920000000000e+08 2.355000000000000000e+11 1.329629999999999939e+02 9.467520799999999781e+02 9.717190600000000131e+02 2.676383400000000279e+02 1.776119999999999891e+03 -1.347650000000000091e+03 1.625099999999999909e+02
6.378489940000000000e+08 9.158000000000000000e+10 9.684499999999999886e+01 9.472722800000000234e+02 9.727293700000000172e+02 2.687628199999999765e+02 7.660800000000000409e+02 1.629199999999999875e+02 -2.295849999999999909e+03
6.378489960000000000e+08 1.265000000000000000e+11 1.081530000000000058e+02 9.482855200000000195e+02 9.722934000000000196e+02 2.670533100000000104e+02 -3.351369999999999891e+03 -6.071699999999999591e+02 -8.762000000000000455e+02
6.378489980000000000e+08 7.851000000000000000e+10 9.212800000000000011e+01 9.475380900000000111e+02 9.716699200000000474e+02 2.696174899999999752e+02 -1.031200000000000045e+02 -2.181559999999999945e+03 -6.679600000000000364e+02
6.378489990000000000e+08 8.723000000000000000e+10 9.548600000000000421e+01 9.490190999999999804e+02 9.713547399999999925e+02 2.683624899999999798e+02 -3.356800000000000068e+02 1.306029999999999973e+03 2.526949999999999818e+03
6.378490010000000000e+08 9.595000000000000000e+10 9.856900000000000261e+01 9.462451200000000426e+02 9.718559599999999818e+02 2.674762600000000248e+02 -2.201899999999999977e+02 -5.005099999999999909e+02 1.588230000000000018e+03
6.378490020000000000e+08 1.134000000000000000e+11 1.042129999999999939e+02 9.474321300000000292e+02 9.726278700000000299e+02 2.670109899999999925e+02 -1.714009999999999991e+03 -1.514130000000000109e+03 9.651999999999999602e+01
6.378490030000000000e+08 8.723000000000000000e+10 9.548600000000000421e+01 9.468319099999999935e+02 9.701571699999999510e+02 2.675917099999999778e+02 3.164399999999999977e+02 3.690500000000000114e+02 -6.921399999999999864e+02
6.378490070000000000e+08 2.617000000000000000e+10 6.392199999999999704e+01 9.464453099999999495e+02 9.725830700000000206e+02 2.672549999999999955e+02 -8.062200000000000273e+02 2.998599999999999909e+03 1.144380000000000109e+03
6.378490100000000000e+08 3.315000000000000000e+11 1.490060000000000002e+02 9.461872600000000375e+02 9.716400099999999611e+02 2.677288500000000226e+02 1.131720000000000027e+03 -5.206100000000000136e+02 -2.099600000000000080e+02
6.378490120000000000e+08 3.140000000000000000e+11 1.463439999999999941e+02 9.476691299999999956e+02 9.726345199999999522e+02 2.680937200000000189e+02 3.611999999999999886e+02 -2.377809999999999945e+03 -1.731920000000000073e+03
6.378490130000000000e+08 2.094000000000000000e+11 1.278439999999999941e+02 9.465918000000000347e+02 9.715058599999999842e+02 2.676098600000000260e+02 9.545800000000000409e+02 2.475320000000000164e+03 1.274490000000000009e+03
6.378490140000000000e+08 2.355000000000000000e+11 1.329629999999999939e+02 9.484026499999999942e+02 9.719911499999999478e+02 2.677623600000000010e+02 -7.559199999999999591e+02 -1.571589999999999918e+03 -6.017500000000000000e+02
6.378490150000000000e+08 1.570000000000000000e+11 1.161539999999999964e+02 9.480911300000000210e+02 9.715097700000000032e+02 2.681615899999999897e+02 8.039000000000000057e+01 -4.697300000000000182e+02 -5.119399999999999977e+02
6.378490160000000000e+08 1.483000000000000000e+11 1.139609999999999985e+02 9.480762300000000096e+02 9.722507900000000518e+02 2.664277999999999906e+02 -4.270600000000000023e+02 2.334409999999999854e+03 9.722300000000000182e+02
6.378490190000000000e+08 8.723000000000000000e+10 9.548600000000000421e+01 9.475236800000000130e+02 9.713815899999999601e+02 2.663673400000000129e+02 -3.051000000000000227e+02 -2.985099999999999909e+02 1.929600000000000080e+02
6.378490210000000000e+08 2.181000000000000000e+11 1.295949999999999989e+02 9.482961400000000367e+02 9.713949599999999691e+02 2.683163799999999810e+02 -4.450299999999999727e+02 -8.678700000000000045e+02 -4.685000000000000000e+02
6.378490220000000000e+08 1.745000000000000000e+11 1.203050000000000068e+02 9.461483200000000124e+02 9.710647599999999784e+02 2.677607100000000173e+02 -1.385920000000000073e+03 1.205910000000000082e+03 1.744210000000000036e+03
6.378490230000000000e+08 1.919000000000000000e+11 1.241889999999999930e+02 9.459546500000000151e+02 9.727642200000000230e+02 2.688909600000000069e+02 -1.044300000000000068e+02 6.100199999999999818e+02 -4.256299999999999955e+02
