6.217235180000000000e+08 3.028000000000000000e+13 6.710579999999999927e+02 1.164514400000000052e+02 1.194058899999999994e+02 4.983868400000000065e+02 3.795099999999999909e+02 -1.812000000000000099e+01 1.369999999999999929e+01
6.217235190000000000e+08 1.570000000000000000e+11 1.161539999999999964e+02 1.165033800000000070e+02 1.193076999999999970e+02 4.983066699999999969e+02 2.968299999999999841e+02 1.515900000000000034e+02 2.994700000000000273e+02
6.217235160000000000e+08 2.364000000000000000e+12 2.868120000000000118e+02 1.156627900000000011e+02 1.191770800000000037e+02 4.986872299999999996e+02 7.328999999999999773e+02 -2.163799999999999955e+02 -2.512800000000000011e+02
6.217235130000000000e+08 1.788000000000000000e+12 2.613319999999999936e+02 1.163716000000000008e+02 1.190716500000000053e+02 4.984454700000000003e+02 8.879800000000000182e+02 -5.186799999999999500e+02 4.639000000000000057e+01
6.217333200000000000e+08 1.718000000000000000e+12 2.578879999999999768e+02 1.137494499999999960e+02 1.138052399999999977e+02 5.012845500000000243e+02 3.169399999999999977e+02 6.812000000000000455e+01 1.560900000000000034e+02
6.217298310000000000e+08 8.985000000000000000e+11 2.077560000000000002e+02 1.126814899999999966e+02 1.178397199999999998e+02 4.978411600000000021e+02 4.689800000000000182e+02 1.212500000000000000e+02 2.383199999999999932e+02
6.217314340000000000e+08 4.710000000000000000e+11 1.675219999999999914e+02 1.196936500000000052e+02 1.189312400000000025e+02 4.976903100000000109e+02 2.575500000000000114e+02 -4.100999999999999801e+01 -2.317199999999999989e+02
6.217328240000000000e+08 3.838000000000000000e+11 1.564679999999999893e+02 1.141667900000000060e+02 1.158243300000000033e+02 5.003620900000000233e+02 3.463999999999999773e+02 1.334399999999999977e+02 1.190799999999999983e+02
6.217235170000000000e+08 3.489000000000000000e+11 1.515749999999999886e+02 1.162236300000000000e+02 1.191504400000000032e+02 4.983162800000000061e+02 2.180200000000000102e+02 2.527700000000000102e+02 3.262400000000000091e+02
6.217285510000000000e+08 2.530000000000000000e+11 1.361680000000000064e+02 1.114184099999999944e+02 1.120686500000000052e+02 5.024397900000000163e+02 3.257300000000000182e+02 -2.946000000000000085e+01 2.371699999999999875e+02
6.217288060000000000e+08 2.791000000000000000e+11 1.407100000000000080e+02 1.112320799999999963e+02 1.188974199999999968e+02 4.991258500000000140e+02 5.151200000000000045e+02 -1.629600000000000080e+02 1.723600000000000136e+02
6.217295170000000000e+08 2.791000000000000000e+11 1.407100000000000080e+02 1.117283199999999965e+02 1.184307900000000018e+02 4.989985699999999724e+02 4.512599999999999909e+02 -9.678000000000000114e+01 2.799800000000000182e+02
6.217235210000000000e+08 3.227000000000000000e+11 1.476870000000000118e+02 1.164620400000000018e+02 1.186995799999999974e+02 4.986900899999999979e+02 6.382799999999999727e+02 -1.024899999999999949e+02 -3.297799999999999727e+02
6.217288810000000000e+08 8.723000000000000000e+10 9.548600000000000421e+01 1.109518699999999995e+02 1.180693200000000047e+02 4.991899700000000166e+02 4.012099999999999795e+02 -7.182999999999999829e+01 3.046700000000000159e+02
6.217235150000000000e+08 1.832000000000000000e+11 1.222780000000000058e+02 1.157553000000000054e+02 1.192375899999999973e+02 4.990090900000000147e+02 8.570099999999999909e+02 1.546699999999999875e+02 -2.364699999999999989e+02
6.217235200000000000e+08 2.268000000000000000e+11 1.313000000000000114e+02 1.158669600000000059e+02 1.197662399999999963e+02 4.986995499999999879e+02 9.837400000000000091e+02 -6.720999999999999375e+01 4.799999999999999822e+00
6.217235140000000000e+08 1.396000000000000000e+11 1.116820000000000022e+02 1.166226099999999946e+02 1.190014800000000008e+02 4.980184899999999857e+02 3.167300000000000182e+02 -3.448799999999999955e+02 -1.159999999999999964e+01
